Timestamp,Location,Latitude,Longitude,Traffic Volume,Avg Speed (km/h),Weather,Rain(mm),Accident,Event,Public Transport Density,Congestion Level
2026-05-02 20:50,Lajpat Nagar,28.5677,77.243,124,62,Fog,0,No,No,93,Low
2026-05-02 21:00,Connaught Place,28.6315,77.2167,848,5,Heavy Rain,19,No,No,27,Very High
2026-05-02 21:10,India Gate,28.6129,77.2295,833,15,Fog,0,No,No,28,Very High
2026-05-02 21:20,Akshardham Route,28.6127,77.2773,778,7,Heavy Rain,12,No,No,38,Very High
2026-05-02 21:30,MG Road Gurgaon,28.4794,77.0806,786,18,Cloudy,0,No,No,55,Very High
2026-05-02 21:40,Botanical Garden,28.5636,77.334,849,14,Fog,0,No,No,11,Very High
2026-05-02 21:50,Botanical Garden,28.5636,77.334,253,42,Heavy Rain,1,No,No,87,Low
2026-05-02 22:00,MG Road Gurgaon,28.4794,77.0806,302,50,Cloudy,0,No,No,86,Low
2026-05-02 22:10,Akshardham Route,28.6127,77.2773,258,53,Fog,0,No,Yes,35,Low
2026-05-02 22:20,Sector 62 Noida,28.628,77.3649,270,52,Cloudy,0,No,Yes,29,Low
2026-05-02 22:30,Greater Noida West,28.59,77.43,81,53,Heavy Rain,3,No,No,48,Low
2026-05-02 22:40,Dwarka Sector 21,28.5511,77.0565,897,5,Fog,0,Yes,No,44,Very High
2026-05-02 22:50,Dwarka Sector 21,28.5511,77.0565,251,42,Rain,4,No,Yes,18,Low
2026-05-02 23:00,Vaishali Ghaziabad,28.646,77.339,286,51,Cloudy,0,No,Yes,66,Low
2026-05-02 23:10,Dwarka Sector 21,28.5511,77.0565,277,52,Clear,0,No,Yes,82,Low
2026-05-02 23:20,Cyber Hub Gurgaon,28.4959,77.0882,564,33,Clear,0,No,Yes,10,Medium
2026-05-02 23:30,Sector 62 Noida,28.628,77.3649,595,16,Cloudy,0,Yes,No,78,High
2026-05-02 23:40,Connaught Place,28.6315,77.2167,447,41,Fog,0,No,No,15,Low
2026-05-02 23:50,Botanical Garden,28.5636,77.334,898,11,Clear,0,No,No,81,Very High
2026-05-03 00:00,Cyber Hub Gurgaon,28.4959,77.0882,687,25,Cloudy,0,No,Yes,89,Medium
2026-05-03 00:10,DND Flyway,28.5942,77.3053,602,30,Cloudy,0,No,No,90,Medium
2026-05-03 00:20,Pari Chowk,28.4671,77.503,425,30,Heavy Rain,19,No,No,32,Medium
2026-05-03 00:30,Sector 62 Noida,28.628,77.3649,847,14,Cloudy,0,No,No,58,Very High
2026-05-03 00:40,Botanical Garden,28.5636,77.334,817,5,Rain,7,No,No,95,Very High
2026-05-03 00:50,Pari Chowk,28.4671,77.503,338,33,Cloudy,0,Yes,No,39,Medium
2026-05-03 01:00,Sector 62 Noida,28.628,77.3649,56,67,Clear,0,No,No,45,Low
2026-05-03 01:10,DND Flyway,28.5942,77.3053,805,5,Fog,0,Yes,Yes,23,Very High
2026-05-03 01:20,Greater Noida West,28.59,77.43,336,36,Heavy Rain,17,No,No,75,Medium
2026-05-03 01:30,IGI Airport T3,28.5562,77.1,831,5,Heavy Rain,18,No,No,12,Very High
2026-05-03 01:40,Sector 62 Noida,28.628,77.3649,782,5,Rain,4,Yes,Yes,55,Very High
2026-05-03 01:50,Connaught Place,28.6315,77.2167,688,10,Cloudy,0,Yes,No,31,Very High
2026-05-03 02:00,Botanical Garden,28.5636,77.334,150,48,Rain,15,No,No,64,Low
2026-05-03 02:10,Karol Bagh,28.6519,77.1909,478,24,Cloudy,0,Yes,No,18,High
2026-05-03 02:20,Sector 62 Noida,28.628,77.3649,633,28,Fog,0,No,No,23,Medium
2026-05-03 02:30,Karol Bagh,28.6519,77.1909,781,18,Fog,0,No,No,90,Very High
2026-05-03 02:40,Karol Bagh,28.6519,77.1909,677,5,Heavy Rain,6,Yes,No,80,Very High
2026-05-03 02:50,Lajpat Nagar,28.5677,77.243,707,11,Rain,18,No,No,40,Very High
2026-05-03 03:00,Botanical Garden,28.5636,77.334,480,38,Cloudy,0,No,No,46,Medium
2026-05-03 03:10,IGI Airport T3,28.5562,77.1,351,35,Rain,5,No,No,46,Medium
2026-05-03 03:20,Akshardham Route,28.6127,77.2773,518,21,Cloudy,0,Yes,Yes,34,High
2026-05-03 03:30,Akshardham Route,28.6127,77.2773,84,38,Rain,13,Yes,No,80,Medium
2026-05-03 03:40,Connaught Place,28.6315,77.2167,144,49,Rain,6,No,No,56,Low
2026-05-03 03:50,IGI Airport T3,28.5562,77.1,450,25,Clear,0,Yes,Yes,90,Medium
2026-05-03 04:00,Lajpat Nagar,28.5677,77.243,140,49,Heavy Rain,10,No,No,63,Low
2026-05-03 04:10,Karol Bagh,28.6519,77.1909,205,57,Fog,0,No,No,86,Low
2026-05-03 04:20,Cyber Hub Gurgaon,28.4959,77.0882,415,31,Rain,14,No,Yes,37,Medium
2026-05-03 04:30,Connaught Place,28.6315,77.2167,429,42,Cloudy,0,No,No,40,Low
2026-05-03 04:40,Botanical Garden,28.5636,77.334,540,34,Clear,0,No,No,37,Medium
2026-05-03 04:50,MG Road Gurgaon,28.4794,77.0806,620,17,Rain,17,No,No,63,High
2026-05-03 05:00,Greater Noida West,28.59,77.43,675,25,Cloudy,0,No,No,68,Medium
2026-05-03 05:10,Dwarka Sector 21,28.5511,77.0565,727,10,Heavy Rain,15,No,No,55,Very High
2026-05-03 05:20,IGI Airport T3,28.5562,77.1,884,12,Clear,0,No,No,44,Very High
2026-05-03 05:30,Greater Noida West,28.59,77.43,212,44,Rain,17,No,No,10,Low
2026-05-03 05:40,Akshardham Route,28.6127,77.2773,715,11,Heavy Rain,6,No,No,90,Very High
2026-05-03 05:50,MG Road Gurgaon,28.4794,77.0806,603,30,Cloudy,0,No,No,46,Medium
2026-05-03 06:00,Pari Chowk,28.4671,77.503,369,34,Rain,9,No,No,79,Medium
2026-05-03 06:10,India Gate,28.6129,77.2295,156,60,Clear,0,No,No,70,Low
2026-05-03 06:20,Pari Chowk,28.4671,77.503,167,47,Heavy Rain,18,No,No,66,Low
2026-05-03 06:30,Akshardham Route,28.6127,77.2773,748,21,Fog,0,No,Yes,100,Very High
2026-05-03 06:40,Sector 18 Noida,28.5706,77.324,308,38,Rain,9,No,Yes,68,Medium
2026-05-03 06:50,India Gate,28.6129,77.2295,54,55,Heavy Rain,7,No,No,39,Low
2026-05-03 07:00,Sector 62 Noida,28.628,77.3649,877,12,Cloudy,0,No,Yes,43,Very High
2026-05-03 07:10,Akshardham Route,28.6127,77.2773,179,59,Fog,0,No,No,34,Low
2026-05-03 07:20,Botanical Garden,28.5636,77.334,475,27,Rain,11,No,No,16,Medium
2026-05-03 07:30,Botanical Garden,28.5636,77.334,597,5,Rain,4,Yes,No,99,Very High
2026-05-03 07:40,Akshardham Route,28.6127,77.2773,522,24,Heavy Rain,14,No,No,55,High
2026-05-03 07:50,IGI Airport T3,28.5562,77.1,575,32,Fog,0,No,No,63,Medium
2026-05-03 08:00,DND Flyway,28.5942,77.3053,376,45,Fog,0,No,No,100,Low
2026-05-03 08:10,Greater Noida West,28.59,77.43,160,45,Fog,0,Yes,No,32,Low
2026-05-03 08:20,Pari Chowk,28.4671,77.503,136,61,Fog,0,No,No,96,Low
2026-05-03 08:30,Cyber Hub Gurgaon,28.4959,77.0882,763,8,Rain,14,No,Yes,45,Very High
2026-05-03 08:40,Akshardham Route,28.6127,77.2773,616,17,Rain,5,No,No,34,High
2026-05-03 08:50,Connaught Place,28.6315,77.2167,355,35,Heavy Rain,17,No,No,36,Medium
2026-05-03 09:00,Connaught Place,28.6315,77.2167,65,66,Cloudy,0,No,No,85,Low
2026-05-03 09:10,Lajpat Nagar,28.5677,77.243,568,33,Cloudy,0,No,No,91,Medium
2026-05-03 09:20,India Gate,28.6129,77.2295,729,7,Fog,0,Yes,No,12,Very High
2026-05-03 09:30,Cyber Hub Gurgaon,28.4959,77.0882,372,34,Heavy Rain,14,No,No,52,Medium
2026-05-03 09:40,India Gate,28.6129,77.2295,265,41,Rain,3,No,No,21,Low
2026-05-03 09:50,Lajpat Nagar,28.5677,77.243,739,6,Fog,0,Yes,Yes,75,Very High
2026-05-03 10:00,IGI Airport T3,28.5562,77.1,613,18,Rain,1,No,No,48,High
2026-05-03 10:10,MG Road Gurgaon,28.4794,77.0806,77,65,Cloudy,0,No,No,59,Low
2026-05-03 10:20,Pari Chowk,28.4671,77.503,176,59,Clear,0,No,Yes,39,Low
2026-05-03 10:30,DND Flyway,28.5942,77.3053,439,29,Rain,14,No,No,100,Medium
2026-05-03 10:40,Dwarka Sector 21,28.5511,77.0565,316,37,Heavy Rain,12,No,Yes,23,Medium
2026-05-03 10:50,Vaishali Ghaziabad,28.646,77.339,607,30,Cloudy,0,No,Yes,49,Medium
2026-05-03 11:00,Connaught Place,28.6315,77.2167,534,23,Rain,11,No,No,40,High
2026-05-03 11:10,Cyber Hub Gurgaon,28.4959,77.0882,248,54,Clear,0,No,No,59,Low
2026-05-03 11:20,Vaishali Ghaziabad,28.646,77.339,727,7,Cloudy,0,Yes,No,39,Very High
2026-05-03 11:30,Sector 62 Noida,28.628,77.3649,883,5,Heavy Rain,12,No,No,59,Very High
2026-05-03 11:40,Botanical Garden,28.5636,77.334,510,36,Cloudy,0,No,No,57,Medium
2026-05-03 11:50,Dwarka Sector 21,28.5511,77.0565,550,19,Clear,0,Yes,No,69,High
2026-05-03 12:00,MG Road Gurgaon,28.4794,77.0806,549,19,Clear,0,Yes,No,85,High
2026-05-03 12:10,Sector 62 Noida,28.628,77.3649,108,63,Cloudy,0,No,No,97,Low
2026-05-03 12:20,Pari Chowk,28.4671,77.503,768,19,Clear,0,No,No,60,Very High
2026-05-03 12:30,Cyber Hub Gurgaon,28.4959,77.0882,850,5,Rain,8,No,Yes,75,Very High
2026-05-03 12:40,Dwarka Sector 21,28.5511,77.0565,644,16,Heavy Rain,1,No,No,81,High
2026-05-03 12:50,MG Road Gurgaon,28.4794,77.0806,799,17,Fog,0,No,No,100,Very High
2026-05-03 13:00,Karol Bagh,28.6519,77.1909,703,12,Rain,7,No,No,52,Very High
2026-05-03 13:10,India Gate,28.6129,77.2295,796,5,Rain,14,No,No,75,Very High
2026-05-03 13:20,Akshardham Route,28.6127,77.2773,431,42,Cloudy,0,No,No,63,Low
2026-05-03 13:30,Connaught Place,28.6315,77.2167,407,43,Clear,0,No,No,64,Low
2026-05-03 13:40,DND Flyway,28.5942,77.3053,222,56,Clear,0,No,No,58,Low
2026-05-03 13:50,Karol Bagh,28.6519,77.1909,158,33,Rain,17,Yes,No,34,Medium
2026-05-03 14:00,Akshardham Route,28.6127,77.2773,514,21,Fog,0,Yes,No,60,High
2026-05-03 14:10,India Gate,28.6129,77.2295,567,6,Heavy Rain,16,Yes,No,32,Very High
2026-05-03 14:20,Sector 18 Noida,28.5706,77.324,424,27,Clear,0,Yes,No,90,Medium
2026-05-03 14:30,Greater Noida West,28.59,77.43,197,45,Heavy Rain,14,No,No,32,Low
2026-05-03 14:40,Karol Bagh,28.6519,77.1909,712,23,Clear,0,No,No,76,Very High
2026-05-03 14:50,Cyber Hub Gurgaon,28.4959,77.0882,710,11,Rain,11,No,Yes,94,Very High
2026-05-03 15:00,Botanical Garden,28.5636,77.334,598,31,Fog,0,No,No,80,Medium
2026-05-03 15:10,Karol Bagh,28.6519,77.1909,228,55,Cloudy,0,No,Yes,72,Low
2026-05-03 15:20,Akshardham Route,28.6127,77.2773,546,34,Fog,0,No,No,79,Medium
2026-05-03 15:30,Lajpat Nagar,28.5677,77.243,259,53,Fog,0,No,Yes,84,Low
2026-05-03 15:40,Vaishali Ghaziabad,28.646,77.339,760,20,Fog,0,No,No,29,Very High
2026-05-03 15:50,DND Flyway,28.5942,77.3053,186,58,Cloudy,0,No,No,15,Low
2026-05-03 16:00,IGI Airport T3,28.5562,77.1,865,13,Clear,0,No,No,38,Very High
2026-05-03 16:10,Connaught Place,28.6315,77.2167,130,35,Rain,18,Yes,No,78,Medium
2026-05-03 16:20,India Gate,28.6129,77.2295,154,48,Rain,1,No,No,75,Low
2026-05-03 16:30,Botanical Garden,28.5636,77.334,815,16,Clear,0,No,No,30,Very High
2026-05-03 16:40,DND Flyway,28.5942,77.3053,355,35,Heavy Rain,7,No,No,51,Medium
2026-05-03 16:50,MG Road Gurgaon,28.4794,77.0806,857,5,Heavy Rain,7,Yes,No,73,Very High
2026-05-03 17:00,Karol Bagh,28.6519,77.1909,204,45,Rain,15,No,No,33,Low
2026-05-03 17:10,Sector 62 Noida,28.628,77.3649,853,14,Clear,0,No,No,88,Very High
2026-05-03 17:20,India Gate,28.6129,77.2295,111,63,Cloudy,0,No,Yes,48,Low
2026-05-03 17:30,Greater Noida West,28.59,77.43,342,48,Clear,0,No,No,10,Low
2026-05-03 17:40,India Gate,28.6129,77.2295,75,53,Heavy Rain,8,No,No,40,Low
2026-05-03 17:50,Greater Noida West,28.59,77.43,479,39,Clear,0,No,No,44,Medium
2026-05-03 18:00,Vaishali Ghaziabad,28.646,77.339,446,14,Heavy Rain,14,Yes,No,25,Very High
2026-05-03 18:10,IGI Airport T3,28.5562,77.1,180,31,Rain,14,Yes,No,74,Medium
2026-05-03 18:20,Botanical Garden,28.5636,77.334,238,55,Cloudy,0,No,No,56,Low
2026-05-03 18:30,Dwarka Sector 21,28.5511,77.0565,315,49,Clear,0,No,No,40,Low
2026-05-03 18:40,Pari Chowk,28.4671,77.503,254,54,Clear,0,No,No,22,Low
2026-05-03 18:50,Sector 62 Noida,28.628,77.3649,533,23,Rain,4,No,No,62,High
2026-05-03 19:00,MG Road Gurgaon,28.4794,77.0806,688,10,Clear,0,Yes,Yes,48,Very High
2026-05-03 19:10,MG Road Gurgaon,28.4794,77.0806,762,8,Heavy Rain,1,No,No,13,Very High
2026-05-03 19:20,Dwarka Sector 21,28.5511,77.0565,573,32,Cloudy,0,No,No,48,Medium
2026-05-03 19:30,Dwarka Sector 21,28.5511,77.0565,495,25,Heavy Rain,8,No,No,25,Medium
2026-05-03 19:40,Pari Chowk,28.4671,77.503,750,20,Clear,0,No,No,37,Very High
2026-05-03 19:50,DND Flyway,28.5942,77.3053,206,57,Fog,0,No,No,25,Low
2026-05-03 20:00,Greater Noida West,28.59,77.43,860,5,Rain,8,No,No,15,Very High
2026-05-03 20:10,Lajpat Nagar,28.5677,77.243,91,64,Clear,0,No,No,20,Low
2026-05-03 20:20,India Gate,28.6129,77.2295,216,29,Rain,17,Yes,Yes,89,Medium
2026-05-03 20:30,Lajpat Nagar,28.5677,77.243,582,17,Fog,0,Yes,No,88,High
2026-05-03 20:40,Sector 18 Noida,28.5706,77.324,764,20,Clear,0,No,No,40,Very High
2026-05-03 20:50,Karol Bagh,28.6519,77.1909,864,13,Clear,0,No,Yes,33,Very High
2026-05-03 21:00,Sector 18 Noida,28.5706,77.324,625,29,Clear,0,No,No,84,Medium
2026-05-03 21:10,Cyber Hub Gurgaon,28.4959,77.0882,773,19,Clear,0,No,No,20,Very High
2026-05-03 21:20,Cyber Hub Gurgaon,28.4959,77.0882,553,34,Fog,0,No,No,44,Medium
2026-05-03 21:30,DND Flyway,28.5942,77.3053,639,28,Clear,0,No,No,83,Medium
2026-05-03 21:40,Dwarka Sector 21,28.5511,77.0565,196,45,Heavy Rain,16,No,No,73,Low
2026-05-03 21:50,Pari Chowk,28.4671,77.503,616,5,Rain,15,Yes,Yes,37,Very High
2026-05-03 22:00,Akshardham Route,28.6127,77.2773,107,51,Heavy Rain,19,No,Yes,88,Low
2026-05-03 22:10,Karol Bagh,28.6519,77.1909,714,23,Clear,0,No,No,22,Very High
2026-05-03 22:20,MG Road Gurgaon,28.4794,77.0806,453,25,Clear,0,Yes,No,31,Medium
2026-05-03 22:30,Cyber Hub Gurgaon,28.4959,77.0882,503,22,Fog,0,Yes,Yes,82,High
2026-05-03 22:40,Akshardham Route,28.6127,77.2773,272,52,Fog,0,No,Yes,83,Low
2026-05-03 22:50,Lajpat Nagar,28.5677,77.243,257,26,Heavy Rain,4,Yes,No,71,Medium
2026-05-03 23:00,Vaishali Ghaziabad,28.646,77.339,602,30,Clear,0,No,Yes,51,Medium
2026-05-03 23:10,Sector 62 Noida,28.628,77.3649,482,38,Clear,0,No,No,50,Medium
2026-05-03 23:20,DND Flyway,28.5942,77.3053,198,42,Fog,0,Yes,No,70,Low
2026-05-03 23:30,Greater Noida West,28.59,77.43,706,11,Rain,18,No,Yes,65,Very High
2026-05-03 23:40,MG Road Gurgaon,28.4794,77.0806,331,48,Cloudy,0,No,No,51,Low
2026-05-03 23:50,Greater Noida West,28.59,77.43,702,12,Rain,7,No,No,55,Very High
2026-05-04 00:00,Dwarka Sector 21,28.5511,77.0565,738,21,Cloudy,0,No,Yes,29,Very High
2026-05-04 00:10,Botanical Garden,28.5636,77.334,481,38,Cloudy,0,No,Yes,67,Medium
2026-05-04 00:20,Botanical Garden,28.5636,77.334,334,36,Heavy Rain,18,No,No,18,Medium
2026-05-04 00:30,Vaishali Ghaziabad,28.646,77.339,467,39,Cloudy,0,No,No,22,Medium
2026-05-04 00:40,Pari Chowk,28.4671,77.503,170,44,Clear,0,Yes,Yes,60,Low
2026-05-04 00:50,Dwarka Sector 21,28.5511,77.0565,684,13,Heavy Rain,3,No,No,99,Very High
2026-05-04 01:00,Cyber Hub Gurgaon,28.4959,77.0882,432,42,Clear,0,No,Yes,54,Low
2026-05-04 01:10,Pari Chowk,28.4671,77.503,255,38,Cloudy,0,Yes,Yes,12,Medium
2026-05-04 01:20,MG Road Gurgaon,28.4794,77.0806,190,58,Clear,0,No,No,97,Low
2026-05-04 01:30,Karol Bagh,28.6519,77.1909,465,39,Fog,0,No,No,62,Medium
2026-05-04 01:40,Karol Bagh,28.6519,77.1909,253,42,Rain,5,No,Yes,50,Low
2026-05-04 01:50,Pari Chowk,28.4671,77.503,434,27,Cloudy,0,Yes,No,83,Medium
2026-05-04 02:00,Lajpat Nagar,28.5677,77.243,732,22,Clear,0,No,Yes,24,Very High
2026-05-04 02:10,Karol Bagh,28.6519,77.1909,262,53,Fog,0,No,No,58,Low
2026-05-04 02:20,Dwarka Sector 21,28.5511,77.0565,834,15,Fog,0,No,No,45,Very High
2026-05-04 02:30,Cyber Hub Gurgaon,28.4959,77.0882,782,18,Fog,0,No,No,96,Very High
2026-05-04 02:40,Vaishali Ghaziabad,28.646,77.339,872,12,Fog,0,No,No,91,Very High
2026-05-04 02:50,Botanical Garden,28.5636,77.334,541,34,Cloudy,0,No,Yes,78,Medium
2026-05-04 03:00,MG Road Gurgaon,28.4794,77.0806,297,39,Rain,11,No,No,67,Medium
2026-05-04 03:10,Lajpat Nagar,28.5677,77.243,61,39,Heavy Rain,18,Yes,No,96,Medium
2026-05-04 03:20,India Gate,28.6129,77.2295,675,10,Fog,0,Yes,No,72,Very High
2026-05-04 03:30,Connaught Place,28.6315,77.2167,609,18,Heavy Rain,14,No,No,61,High
2026-05-04 03:40,Connaught Place,28.6315,77.2167,717,11,Rain,20,No,No,87,Very High
2026-05-04 03:50,Botanical Garden,28.5636,77.334,507,25,Heavy Rain,18,No,No,59,Medium
2026-05-04 04:00,Connaught Place,28.6315,77.2167,426,30,Heavy Rain,17,No,No,25,Medium
2026-05-04 04:10,IGI Airport T3,28.5562,77.1,684,5,Heavy Rain,1,Yes,No,61,Very High
2026-05-04 04:20,India Gate,28.6129,77.2295,582,20,Heavy Rain,3,No,No,89,High
2026-05-04 04:30,Karol Bagh,28.6519,77.1909,674,26,Cloudy,0,No,No,95,Medium
2026-05-04 04:40,Pari Chowk,28.4671,77.503,158,60,Fog,0,No,No,53,Low
2026-05-04 04:50,MG Road Gurgaon,28.4794,77.0806,851,14,Clear,0,No,Yes,82,Very High
2026-05-04 05:00,Akshardham Route,28.6127,77.2773,269,53,Fog,0,No,No,27,Low
2026-05-04 05:10,Akshardham Route,28.6127,77.2773,553,34,Cloudy,0,No,Yes,84,Medium
2026-05-04 05:20,Pari Chowk,28.4671,77.503,633,16,Heavy Rain,4,No,No,27,High
2026-05-04 05:30,Sector 18 Noida,28.5706,77.324,627,17,Rain,2,No,No,54,High
2026-05-04 05:40,Botanical Garden,28.5636,77.334,162,48,Rain,17,No,Yes,72,Low
2026-05-04 05:50,Dwarka Sector 21,28.5511,77.0565,406,28,Fog,0,Yes,No,13,Medium
2026-05-04 06:00,Cyber Hub Gurgaon,28.4959,77.0882,196,30,Heavy Rain,1,Yes,Yes,44,Medium
2026-05-04 06:10,Greater Noida West,28.59,77.43,423,30,Rain,5,No,No,77,Medium
2026-05-04 06:20,Lajpat Nagar,28.5677,77.243,778,19,Fog,0,No,No,89,Very High
2026-05-04 06:30,Pari Chowk,28.4671,77.503,358,47,Clear,0,No,No,48,Low
2026-05-04 06:40,Cyber Hub Gurgaon,28.4959,77.0882,254,54,Clear,0,No,Yes,94,Low
2026-05-04 06:50,Karol Bagh,28.6519,77.1909,70,39,Heavy Rain,17,Yes,No,82,Medium
2026-05-04 07:00,Botanical Garden,28.5636,77.334,682,10,Cloudy,0,Yes,No,21,Very High
2026-05-04 07:10,DND Flyway,28.5942,77.3053,268,41,Heavy Rain,6,No,No,17,Low
2026-05-04 07:20,Karol Bagh,28.6519,77.1909,706,23,Cloudy,0,No,No,86,Very High
2026-05-04 07:30,Karol Bagh,28.6519,77.1909,835,5,Rain,9,No,No,15,Very High
2026-05-04 07:40,Lajpat Nagar,28.5677,77.243,64,66,Cloudy,0,No,Yes,46,Low
2026-05-04 07:50,Vaishali Ghaziabad,28.646,77.339,90,64,Fog,0,No,No,22,Low
2026-05-04 08:00,Sector 62 Noida,28.628,77.3649,301,23,Rain,13,Yes,No,76,High
2026-05-04 08:10,Karol Bagh,28.6519,77.1909,165,32,Heavy Rain,13,Yes,No,32,Medium
2026-05-04 08:20,DND Flyway,28.5942,77.3053,664,26,Fog,0,No,Yes,30,Medium
2026-05-04 08:30,Lajpat Nagar,28.5677,77.243,579,32,Clear,0,No,No,46,Medium
2026-05-04 08:40,Lajpat Nagar,28.5677,77.243,202,57,Cloudy,0,No,No,16,Low
2026-05-04 08:50,Connaught Place,28.6315,77.2167,792,6,Rain,9,No,No,68,Very High
2026-05-04 09:00,Cyber Hub Gurgaon,28.4959,77.0882,616,17,Rain,10,No,No,96,High
2026-05-04 09:10,Cyber Hub Gurgaon,28.4959,77.0882,824,16,Cloudy,0,No,No,48,Very High
2026-05-04 09:20,Greater Noida West,28.59,77.43,293,36,Fog,0,Yes,No,47,Medium
2026-05-04 09:30,Vaishali Ghaziabad,28.646,77.339,895,11,Fog,0,No,No,12,Very High
2026-05-04 09:40,Dwarka Sector 21,28.5511,77.0565,562,33,Cloudy,0,No,No,22,Medium
2026-05-04 09:50,Akshardham Route,28.6127,77.2773,423,42,Cloudy,0,No,No,60,Low
2026-05-04 10:00,Lajpat Nagar,28.5677,77.243,94,52,Heavy Rain,2,No,No,97,Low
2026-05-04 10:10,Sector 62 Noida,28.628,77.3649,866,13,Fog,0,No,No,40,Very High
2026-05-04 10:20,Sector 62 Noida,28.628,77.3649,807,5,Heavy Rain,18,No,No,36,Very High
2026-05-04 10:30,Akshardham Route,28.6127,77.2773,725,10,Rain,10,No,Yes,39,Very High
2026-05-04 10:40,Greater Noida West,28.59,77.43,256,53,Fog,0,No,Yes,99,Low
2026-05-04 10:50,DND Flyway,28.5942,77.3053,220,56,Clear,0,No,Yes,15,Low
2026-05-04 11:00,Akshardham Route,28.6127,77.2773,411,31,Heavy Rain,18,No,No,97,Medium
2026-05-04 11:10,Vaishali Ghaziabad,28.646,77.339,96,64,Cloudy,0,No,No,23,Low
2026-05-04 11:20,Pari Chowk,28.4671,77.503,205,57,Clear,0,No,Yes,85,Low
2026-05-04 11:30,Sector 62 Noida,28.628,77.3649,638,5,Heavy Rain,15,Yes,No,87,Very High
2026-05-04 11:40,Lajpat Nagar,28.5677,77.243,125,50,Rain,16,No,No,21,Low
2026-05-04 11:50,Akshardham Route,28.6127,77.2773,113,63,Cloudy,0,No,No,66,Low
2026-05-04 12:00,Lajpat Nagar,28.5677,77.243,193,58,Clear,0,No,No,12,Low
2026-05-04 12:10,Greater Noida West,28.59,77.43,726,22,Clear,0,No,No,100,Very High
2026-05-04 12:20,DND Flyway,28.5942,77.3053,572,17,Cloudy,0,Yes,Yes,37,High
2026-05-04 12:30,IGI Airport T3,28.5562,77.1,160,60,Cloudy,0,No,Yes,92,Low
2026-05-04 12:40,IGI Airport T3,28.5562,77.1,886,5,Fog,0,Yes,No,68,Very High
2026-05-04 12:50,Sector 62 Noida,28.628,77.3649,369,46,Cloudy,0,No,No,64,Low
2026-05-04 13:00,IGI Airport T3,28.5562,77.1,807,17,Fog,0,No,No,100,Very High
2026-05-04 13:10,Cyber Hub Gurgaon,28.4959,77.0882,181,58,Cloudy,0,No,No,27,Low
2026-05-04 13:20,Pari Chowk,28.4671,77.503,860,13,Clear,0,No,Yes,15,Very High
2026-05-04 13:30,Greater Noida West,28.59,77.43,414,28,Fog,0,Yes,No,69,Medium
2026-05-04 13:40,Connaught Place,28.6315,77.2167,186,58,Clear,0,No,No,20,Low
2026-05-04 13:50,Sector 62 Noida,28.628,77.3649,551,34,Fog,0,No,No,10,Medium
2026-05-04 14:00,IGI Airport T3,28.5562,77.1,899,11,Clear,0,No,No,28,Very High
2026-05-04 14:10,Vaishali Ghaziabad,28.646,77.339,583,20,Rain,4,No,Yes,58,High
2026-05-04 14:20,Akshardham Route,28.6127,77.2773,795,17,Fog,0,No,Yes,21,Very High
2026-05-04 14:30,Karol Bagh,28.6519,77.1909,389,18,Rain,11,Yes,No,55,High
2026-05-04 14:40,Sector 18 Noida,28.5706,77.324,501,25,Rain,12,No,No,44,Medium
2026-05-04 14:50,Sector 62 Noida,28.628,77.3649,240,54,Fog,0,No,No,85,Low
2026-05-04 15:00,Sector 62 Noida,28.628,77.3649,729,22,Cloudy,0,No,No,25,Very High
2026-05-04 15:10,Pari Chowk,28.4671,77.503,382,33,Heavy Rain,5,No,No,32,Medium
2026-05-04 15:20,Akshardham Route,28.6127,77.2773,164,48,Rain,14,No,No,80,Low
2026-05-04 15:30,Vaishali Ghaziabad,28.646,77.339,586,31,Fog,0,No,No,42,Medium
2026-05-04 15:40,Connaught Place,28.6315,77.2167,176,44,Fog,0,Yes,No,29,Low
2026-05-04 15:50,Connaught Place,28.6315,77.2167,754,20,Fog,0,No,No,13,Very High
2026-05-04 16:00,Lajpat Nagar,28.5677,77.243,364,31,Fog,0,Yes,No,18,Medium
2026-05-04 16:10,Akshardham Route,28.6127,77.2773,389,45,Cloudy,0,No,Yes,100,Low
2026-05-04 16:20,Sector 62 Noida,28.628,77.3649,217,44,Rain,11,No,No,57,Low
2026-05-04 16:30,Cyber Hub Gurgaon,28.4959,77.0882,450,40,Clear,0,No,No,14,Low
2026-05-04 16:40,Connaught Place,28.6315,77.2167,688,5,Rain,8,Yes,No,30,Very High
2026-05-04 16:50,Pari Chowk,28.4671,77.503,643,28,Cloudy,0,No,Yes,85,Medium
2026-05-04 17:00,Connaught Place,28.6315,77.2167,460,40,Fog,0,No,No,89,Low
2026-05-04 17:10,Pari Chowk,28.4671,77.503,725,10,Heavy Rain,18,No,No,63,Very High
2026-05-04 17:20,Greater Noida West,28.59,77.43,866,5,Rain,9,Yes,No,10,Very High
2026-05-04 17:30,Greater Noida West,28.59,77.43,570,32,Cloudy,0,No,Yes,27,Medium
2026-05-04 17:40,IGI Airport T3,28.5562,77.1,310,50,Fog,0,No,No,98,Low
2026-05-04 17:50,India Gate,28.6129,77.2295,321,49,Clear,0,No,Yes,21,Low
2026-05-04 18:00,Cyber Hub Gurgaon,28.4959,77.0882,460,13,Heavy Rain,17,Yes,No,68,Very High
